time,A_true,A_observed_blended,flux_unblended,flux_blended,mag_unblended,mag_blended,mag_observed,mag_sigma,mag_baseline_blended
7.819548872180448,2.6267655304241004,1.4185078944772107,42.79778657394769,89.83654972832159,23.421446728377,22.61636733996103,22.61636733996103,0.0,22.995946732797492
8.220551378446117,2.519733340363857,1.3909723857233958,41.05391534764873,88.09267850202262,23.466613543816223,22.637650462179334,22.637650462179334,0.0,22.995946732797492
8.621553884711773,2.4224348554784805,1.3659410070252096,39.46863499359273,86.50739814796663,23.50936973309922,22.657366874764357,22.657366874764357,0.0,22.995946732797492
9.022556390977442,2.3336991035897876,1.343112509621464,38.022866908537225,85.06163006291112,23.54988785152643,22.675665747549456,22.675665747549456,0.0,22.995946732797492
9.423558897243097,2.252529601473789,1.322230534443717,36.70037543084784,83.73913858522172,23.588323732645552,22.692678777396573,22.692678777396573,0.0,22.995946732797492
9.824561403508767,2.1780739817112837,1.3030757982042063,35.487272971980026,82.52603612635392,23.624818432085025,22.70852253583302,22.70852253583302,0.0,22.995946732797492
10.225563909774436,2.109599530289201,1.285459800106025,34.37162145158822,81.41038460596211,23.65949994978005,22.723300483802475,22.723300483802475,0.0,22.995946732797492
10.626566416040092,2.046473393155673,1.2692197297061163,33.343109803712935,80.38187295808683,23.692484743452944,22.73710469659518,22.73710469659518,0.0,22.995946732797492
11.027568922305761,1.9881464821452952,1.2542143264923233,32.39279175665955,79.43155491103343,23.723879052306792,22.75001733960814,22.75001733960814,0.0,22.995946732797492
11.428571428571416,1.9341403233699621,1.240320496450342,31.512871554351932,78.55163470872583,23.753780051777163,22.762111931474344,22.762111931474344,0.0,22.995946732797492
11.829573934837086,1.8840362562183905,1.227430533357208,30.696527976060235,77.73529113043412,23.78227685985032,22.77345442649905,22.77345442649905,0.0,22.995946732797492
12.230576441102755,1.8374665188489256,1.215449825401237,29.937769092688804,76.97653224706269,23.809451414026608,22.78410414385596,22.78410414385596,0.0,22.995946732797492
12.63157894736841,1.7941068549173547,1.2042949531606688,29.2313118084858,76.2700749628597,23.835379236118634,22.794114566900237,22.794114566900237,0.0,22.995946732797492
13.03258145363408,1.7536703529057214,1.1938921046859408,28.572481485471975,75.61124463984586,23.860130100071515,22.803534032348484,22.803534032348484,0.0,22.995946732797492
